W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,event
win,Tatsuya Kawajiri  Jason Knight,0  0,28  28,6  0,0  1,Featherweight,U-DEC,3,5:00,The Ultimate Fighter: Team McGregor vs. Team Faber Finale
win,Julian Erosa  Marcin Wrzosek,0  0,61  52,2  3,2  0,Lightweight,S-DEC,3,5:00,The Ultimate Fighter: Team McGregor vs. Team Faber Finale
win,Gabriel Gonzaga  Konstantin Erokhin,0  0,20  15,2  0,0  0,Heavyweight,U-DEC,3,5:00,The Ultimate Fighter: Team McGregor vs. Team Faber Finale
win,Ryan LaFlare  Mike Pierce,0  0,65  42,0  0,0  0,Welterweight,U-DEC,3,5:00,The Ultimate Fighter: Team McGregor vs. Team Faber Finale
win,Geane Herrera  Joby Sanchez,1  0,40  55,1  0,0  0,Flyweight,KO/TKO  Punch,2,4:28,The Ultimate Fighter: Team McGregor vs. Team Faber Finale
win,Chris Gruetzemacher  Abner Lloveras,0  0,103  94,0  2,0  0,Lightweight,U-DEC,3,5:00,The Ultimate Fighter: Team McGregor vs. Team Faber Finale
win,Rose Namajunas  Paige VanZant,0  0,57  10,8  0,4  0,Women's Strawweight,SUB  Rear Naked Choke,5,2:25,UFC Fight Night: Namajunas vs. VanZant
win,Michael Chiesa  Jim Miller,0  0,13  7,2  0,1  1,Lightweight,SUB  Rear Naked Choke,2,2:57,UFC Fight Night: Namajunas vs. VanZant
win,Sage Northcutt  Cody Pfister,0  0,8  5,2  2,1  0,Lightweight,SUB  Guillotine Choke,2,0:41,UFC Fight Night: Namajunas vs. VanZant
win,Thiago Santos  Elias Theodorou,0  0,52  28,1  1,0  0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Namajunas vs. VanZant
win,Tim Means  John Howard,1  0,37  20,0  3,0  0,Welterweight,KO/TKO  Punch,2,0:21,UFC Fight Night: Namajunas vs. VanZant
win,Sergio Moraes  Omari Akhmedov,1  1,21  35,0  1,0  0,Welterweight,KO/TKO  Punches,3,2:18,UFC Fight Night: Namajunas vs. VanZant
nc nc,Antonio Carlos Junior  Kevin Casey,0  0,1  0,0  0,0  0,Middleweight,CNC,1,0:11,UFC Fight Night: Namajunas vs. VanZant
win,Aljamain Sterling  Johnny Eduardo,0  0,23  4,2  0,1  0,Bantamweight,SUB  Guillotine Choke,2,4:18,UFC Fight Night: Namajunas vs. VanZant
win,Santiago Ponzinibbio  Andreas Stahl,1  0,48  14,0  2,0  0,Welterweight,KO/TKO  Punch,1,4:25,UFC Fight Night: Namajunas vs. VanZant
win,Danny Roberts  Nathan Coy,0  0,6  11,0  1,1  0,Welterweight,SUB  Triangle Choke,1,2:46,UFC Fight Night: Namajunas vs. VanZant
win,Zubaira Tukhugov  Phillipe Nover,0  0,21  20,1  0,0  0,Featherweight,S-DEC,3,5:00,UFC Fight Night: Namajunas vs. VanZant
win,Kailin Curran  Emily Kagan,0  0,21  22,1  1,2  0,Women's Strawweight,SUB  Rear Naked Choke,2,4:13,UFC Fight Night: Namajunas vs. VanZant
win,Benson Henderson  Jorge Masvidal,0  0,86  77,3  1,0  1,Welterweight,S-DEC,5,5:00,UFC Fight Night: Henderson vs Masvidal
win,Dong Hyun Kim  Dominic Waters,0  0,6  0,1  0,0  0,Welterweight,KO/TKO  Punches,1,3:11,UFC Fight Night: Henderson vs Masvidal
win,Alberto Mina  Yoshihiro Akiyama,1  0,69  78,2  0,0  0,Welterweight,S-DEC,3,5:00,UFC Fight Night: Henderson vs Masvidal
win,Dooho Choi  Sam Sicilia,1  0,18  8,0  0,0  0,Featherweight,KO/TKO  Punch,1,1:33,UFC Fight Night: Henderson vs Masvidal
win,Dongi Yang  Jake Collier,0  1,29  22,1  0,0  0,Middleweight,KO/TKO  Punches,2,1:50,UFC Fight Night: Henderson vs Masvidal
win,Mike de la Torre  Yui Chul Nam,0  0,47  53,0  1,0  0,Featherweight,S-DEC,3,5:00,UFC Fight Night: Henderson vs Masvidal
win,Tae Hyun Bang  Leo Kuntz,1  0,54  31,1  3,2  1,Lightweight,S-DEC,3,5:00,UFC Fight Night: Henderson vs Masvidal
win,Seo Hee Ham  Cortney Casey,0  0,71  78,0  0,0  0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night: Henderson vs Masvidal
win,Fredy Serrano  Yao Zhikui,0  0,3  1,1  0,0  0,Flyweight,KO/TKO,1,0:44,UFC Fight Night: Henderson vs Masvidal
win,Marco Beltran  Guangyou Ning,0  0,30  23,1  0,0  0,Bantamweight,S-DEC,3,5:00,UFC Fight Night: Henderson vs Masvidal
win,Dominique Steele  Dong Hyun Ma,1  0,36  19,4  0,0  0,Welterweight,KO/TKO  Slam,3,0:27,UFC Fight Night: Henderson vs Masvidal
win,Neil Magny  Kelvin Gastelum,0  2,54  54,6  2,0  0,Welterweight,S-DEC,5,5:00,UFC Fight Night: Magny vs Gastelum
win,Ricardo Lamas  Diego Sanchez,0  0,57  30,3  1,0  0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Magny vs Gastelum
win,Henry Cejudo  Jussier Formiga,0  0,43  25,2  0,0  0,Flyweight,S-DEC,3,5:00,UFC Fight Night: Magny vs Gastelum
win,Erick Montano  Enrique Marin,0  0,49  27,2  1,0  0,Welterweight,S-DEC,3,5:00,UFC Fight Night: Magny vs Gastelum
win,Enrique Barzola  Horacio Gutierrez,0  0,38  10,5  0,0  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Magny vs Gastelum
win,Leandro Silva  Efrain Escudero,0  0,35  24,0  2,0  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Magny vs Gastelum
win,Erik Perez  Taylor Lapilus,0  1,31  20,1  0,0  1,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Magny vs Gastelum
win,Bartosz Fabinski  Hector Urbina,0  0,25  10,6  0,0  3,Welterweight,U-DEC,3,5:00,UFC Fight Night: Magny vs Gastelum
win,Alejandro Perez  Scott Jorgensen,0  0,39  11,0  2,0  0,Bantamweight,KO/TKO,2,4:26,UFC Fight Night: Magny vs Gastelum
win,Andre Fili  Gabriel Benitez,1  0,16  11,1  0,0  0,Featherweight,KO/TKO  Punches,1,3:13,UFC Fight Night: Magny vs Gastelum
win,Alvaro Herrera Mendoza  Vernon Ramos Ho,1  0,4  2,0  0,0  0,Welterweight,KO/TKO  Punches,1,0:30,UFC Fight Night: Magny vs Gastelum
win,Marco Polo Reyes  Cesar Arzamendia,1  0,10  16,0  3,0  0,Lightweight,KO/TKO  Punch,1,3:42,UFC Fight Night: Magny vs Gastelum
win,Michel Prazeres  Valmir Lazaro,0  0,20  41,1  0,0  0,Lightweight,S-DEC,3,5:00,UFC Fight Night: Magny vs Gastelum
win,Holly Holm  Ronda Rousey,1  0,38  17,1  0,0  0,Women's Bantamweight,KO/TKO  Kick,2,0:59,UFC 193: Rousey vs Holm
win,Joanna Jedrzejczyk  Valerie Letourneau,0  0,220  103,0  1,0  0,Women's Strawweight,U-DEC,5,5:00,UFC 193: Rousey vs Holm
win,Mark Hunt  Antonio Silva,1  0,12  9,0  0,0  0,Heavyweight,KO/TKO  Punch,1,3:41,UFC 193: Rousey vs Holm
win,Robert Whittaker  Uriah Hall,0  0,67  45,1  0,0  0,Middleweight,U-DEC,3,5:00,UFC 193: Rousey vs Holm
win,Jared Rosholt  Stefan Struve,0  0,16  33,4  1,0  0,Heavyweight,U-DEC,3,5:00,UFC 193: Rousey vs Holm
win,Jake Matthews  Akbarh Arreola,0  1,62  21,1  0,0  0,Lightweight,KO/TKO,2,5:00,UFC 193: Rousey vs Holm
win,Kyle Noke  Peter Sobotta,1  0,23  2,0  0,0  0,Welterweight,KO/TKO  Kick,1,2:01,UFC 193: Rousey vs Holm
win,Gian Villante  Anthony Perosh,1  0,19  6,0  0,0  0,Light Heavyweight,KO/TKO  Punch,1,2:56,UFC 193: Rousey vs Holm
win,Danny Martinez  Richie Vaculik,0  0,54  63,9  3,0  0,Flyweight,U-DEC,3,5:00,UFC 193: Rousey vs Holm
win,Daniel Kelly  Steve Montgomery,0  0,63  77,5  0,0  0,Middleweight,U-DEC,3,5:00,UFC 193: Rousey vs Holm
win,Richard Walsh  Steve Kennedy,0  0,93  38,0  3,0  0,Welterweight,U-DEC,3,5:00,UFC 193: Rousey vs Holm
win,James Moontasri  Anton Zafir,1  0,11  17,0  1,0  0,Welterweight,KO/TKO  Spinning Back Kick,1,4:36,UFC 193: Rousey vs Holm
win,Ben Nguyen  Ryan Benoit,0  0,11  1,0  0,2  0,Flyweight,SUB  Rear Naked Choke,1,2:35,UFC 193: Rousey vs Holm
win,Vitor Belfort  Dan Henderson,1  0,6  3,0  0,0  0,Middleweight,KO/TKO  Kick,1,2:07,UFC Fight Night: Belfort vs Henderson 3
win,Glover Teixeira  Patrick Cummins,0  0,54  33,0  4,0  0,Light Heavyweight,KO/TKO  Punches,2,1:12,UFC Fight Night: Belfort vs Henderson 3
win,Thomas Almeida  Anthony Birchak,1  0,24  27,0  0,0  0,Bantamweight,KO/TKO  Punches,1,4:24,UFC Fight Night: Belfort vs Henderson 3
win,Alex Oliveira  Piotr Hallmann,1  0,42  36,0  1,0  0,Lightweight,KO/TKO  Punch,3,0:51,UFC Fight Night: Belfort vs Henderson 3
win,Rashid Magomedov  Gilbert Burns,2  0,80  28,2  2,0  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Belfort vs Henderson 3
win,Corey Anderson  Fabio Maldonado,0  0,60  26,6  0,0  0,Light Heavyweight,U-DEC,3,5:00,UFC Fight Night: Belfort vs Henderson 3
win,Abel Trujillo  Gleison Tibau,0  0,0  3,0  2,0  1,Lightweight,DQ  Rear Naked Choke,1,1:45,UFC Fight Night: Belfort vs Henderson 3
win,Johnny Case  Yan Cabral,1  0,74  31,0  3,0  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Belfort vs Henderson 3
win,Thiago Tavares  Clay Guida,0  0,2  3,0  1,1  0,Featherweight,SUB  Guillotine Choke,1,0:39,UFC Fight Night: Belfort vs Henderson 3
win,Chas Skelly  Edimilson Souza,0  1,7  19,2  0,2  0,Featherweight,SUB  Rear Naked Choke,2,1:56,UFC Fight Night: Belfort vs Henderson 3
win,Viscardi Andrade  Gasan Umalatov,0  0,78  38,0  0,0  0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Belfort vs Henderson 3
win,Jimmie Rivera  Pedro Munhoz,0  0,96  66,0  0,0  0,Bantamweight,S-DEC,3,5:00,UFC Fight Night: Belfort vs Henderson 3
win,Matheus Nicolau  Bruno Korea,2  1,46  27,3  0,3  0,Bantamweight,SUB  Guillotine Choke,3,3:27,UFC Fight Night: Belfort vs Henderson 3
win,Louis Smolka  Paddy Holohan,0  0,59  16,0  4,2  0,Flyweight,SUB  Rear Naked Choke,2,4:09,UFC Fight Night: Holohan vs Smolka
win,Norman Parke  Reza Madadi,0  0,47  33,1  1,0  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Holohan vs Smolka
draw draw,Nicolas Dalby  Darren Till,0  1,84  49,2  0,0  0,Welterweight,M-DEC,3,5:00,UFC Fight Night: Holohan vs Smolka
win,Neil Seery  Jon Delos Reyes,0  0,38  25,2  3,2  0,Flyweight,SUB  Guillotine Choke,2,4:12,UFC Fight Night: Holohan vs Smolka
win,Stevie Ray  Mickael Lebout,0  0,48  27,1  0,0  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Holohan vs Smolka
win,Aisling Daly  Ericka Almeida,0  0,59  19,2  1,0  0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night: Holohan vs Smolka
win,Krzysztof Jotko  Scott Askham,0  0,38  22,2  0,0  1,Middleweight,S-DEC,3,5:00,UFC Fight Night: Holohan vs Smolka
win,Tom Breese  Cathal Pendred,1  0,23  5,0  0,0  0,Welterweight,KO/TKO  Punches,1,4:37,UFC Fight Night: Holohan vs Smolka
win,Darren Elkins  Robert Whiteford,0  0,40  23,7  1,2  0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Holohan vs Smolka
win,Garreth McLellan  Bubba Bush,0  0,97  8,2  3,1  0,Middleweight,KO/TKO  Punches,3,4:58,UFC Fight Night: Holohan vs Smolka
win,Daniel Cormier  Alexander Gustafsson,0  1,140  120,1  1,0  0,Light Heavyweight,S-DEC,5,5:00,UFC 192: Cormier vs Gustafsson
win,Ryan Bader  Rashad Evans,0  0,52  25,1  0,0  0,Light Heavyweight,U-DEC,3,5:00,UFC 192: Cormier vs Gustafsson
win,Ruslan Magomedov  Shawn Jordan,0  0,71  20,0  1,0  0,Heavyweight,U-DEC,3,5:00,UFC 192: Cormier vs Gustafsson
win,Joseph Benavidez  Ali Bagautinov,0  0,48  31,0  0,0  0,Flyweight,U-DEC,3,5:00,UFC 192: Cormier vs Gustafsson
win,Julianna Pena  Jessica Eye,0  0,34  30,3  1,3  1,Women's Bantamweight,U-DEC,3,5:00,UFC 192: Cormier vs Gustafsson
win,Yair Rodriguez  Dan Hooker,0  0,52  19,2  1,0  0,Featherweight,U-DEC,3,5:00,UFC 192: Cormier vs Gustafsson
win,Albert Tumenov  Alan Jouban,1  0,19  17,0  0,0  0,Welterweight,KO/TKO  Punches,1,2:55,UFC 192: Cormier vs Gustafsson
win,Adriano Martins  Islam Makhachev,1  0,3  4,0  0,0  0,Lightweight,KO/TKO  Punch,1,1:46,UFC 192: Cormier vs Gustafsson
win,Rose Namajunas  Angela Hill,0  0,13  12,1  0,1  0,Women's Strawweight,SUB  Rear Naked Choke,1,2:47,UFC 192: Cormier vs Gustafsson
win,Sage Northcutt  Francisco Trevino,0  0,21  1,1  0,0  0,Lightweight,KO/TKO  Punches,1,0:57,UFC 192: Cormier vs Gustafsson
win,Sergio Pettis  Chris Cariaso,1  0,37  37,3  0,0  1,Flyweight,U-DEC,3,5:00,UFC 192: Cormier vs Gustafsson
win,Derrick Lewis  Viktor Pesta,0  0,41  8,0  5,0  0,Heavyweight,KO/TKO  Punches,3,1:15,UFC 192: Cormier vs Gustafsson
win,Josh Barnett  Roy Nelson,0  0,146  60,0  4,0  0,Heavyweight,U-DEC,5,5:00,UFC Fight Night: Barnett vs Nelson
win,Uriah Hall  Gegard Mousasi,1  0,18  17,0  1,1  1,Middleweight,KO/TKO  Spinning Back Kick,2,0:25,UFC Fight Night: Barnett vs Nelson
win,Kyoji Horiguchi  Chico Camus,0  0,78  63,0  0,0  0,Flyweight,U-DEC,3,5:00,UFC Fight Night: Barnett vs Nelson
win,Takeya Mizugaki  George Roop,0  0,70  47,0  0,0  0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Barnett vs Nelson
win,Diego Brandao  Katsunori Kikuno,1  0,14  1,0  0,0  0,Featherweight,KO/TKO  Punch,1,0:28,UFC Fight Night: Barnett vs Nelson
draw draw,Mizuto Hirota  Teruto Ishihara,0  2,62  88,2  0,0  0,Featherweight,S-DEC,3,5:00,UFC Fight Night: Barnett vs Nelson
win,Keita Nakamura  Li Jingliang,1  1,40  79,0  1,1  0,Welterweight,SUB  Rear Naked Choke,3,2:17,UFC Fight Night: Barnett vs Nelson
win,Nick Hein  Yusuke Kasuya,0  0,46  44,0  1,0  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Barnett vs Nelson
win,Kajan Johnson  Naoyuki Kotani,1  0,57  21,0  1,0  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Barnett vs Nelson
win,Shinsho Anzai  Roger Zapata,0  0,23  28,2  0,0  1,Welterweight,KO/TKO,3,0:47,UFC Fight Night: Barnett vs Nelson
win,Demetrious Johnson  John Dodson,0  0,88  58,4  1,0  0,Flyweight,U-DEC,5,5:00,UFC 191: Johnson vs Dodson 2
win,Andrei Arlovski  Frank Mir,0  0,39  24,0  1,0  0,Heavyweight,U-DEC,3,5:00,UFC 191: Johnson vs Dodson 2
win,Anthony Johnson  Jimi Manuwa,1  0,25  8,2  0,0  0,Light Heavyweight,KO/TKO  Punch,2,0:28,UFC 191: Johnson vs Dodson 2
win,Corey Anderson  Jan Blachowicz,0  0,84  20,4  1,0  1,Light Heavyweight,U-DEC,3,5:00,UFC 191: Johnson vs Dodson 2
win,Paige VanZant  Alex Chambers,0  0,73  30,3  0,1  1,Women's Strawweight,SUB  Armbar,3,1:01,UFC 191: Johnson vs Dodson 2
win,Ross Pearson  Paul Felder,0  0,62  60,1  0,0  0,Lightweight,S-DEC,3,5:00,UFC 191: Johnson vs Dodson 2
win,John Lineker  Francisco Rivera,1  0,28  16,0  0,1  0,Bantamweight,SUB  Guillotine Choke,1,2:08,UFC 191: Johnson vs Dodson 2
win,Raquel Pennington  Jessica Andrade,0  0,41  41,2  4,1  1,Women's Bantamweight,SUB  Rear Naked Choke,2,4:58,UFC 191: Johnson vs Dodson 2
win,Tiago dos Santos e Silva  Clay Collard,0  1,52  84,1  1,1  0,Featherweight,S-DEC,3,5:00,UFC 191: Johnson vs Dodson 2
win,Joe Riggs  Ron Stallings,1  0,35  24,2  0,0  0,Middleweight,DQ,2,2:28,UFC 191: Johnson vs Dodson 2
win,Joaquim Silva  Nazareno Malegarie,0  0,49  58,0  1,0  0,Lightweight,S-DEC,3,5:00,UFC 191: Johnson vs Dodson 2
win,Max Holloway  Charles Oliveira,0  0,14  5,0  0,0  0,Featherweight,KO/TKO,1,1:39,UFC Fight Night: Holloway vs Oliveira
win,Neil Magny  Erick Silva,0  0,68  29,4  3,0  0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Holloway vs Oliveira
win,Patrick Cote  Joshua Burkman,1  0,60  45,0  1,0  0,Welterweight,KO/TKO  Punches,3,1:26,UFC Fight Night: Holloway vs Oliveira
win,Francisco Trinaldo  Chad Laprise,1  0,17  8,0  0,0  0,Lightweight,KO/TKO  Punches,1,2:43,UFC Fight Night: Holloway vs Oliveira
win,Olivier Aubin-Mercier  Tony Sims,0  0,3  23,6  0,0  1,Lightweight,U-DEC,3,5:00,UFC Fight Night: Holloway vs Oliveira
win,Valerie Letourneau  Maryna Moroz,1  0,69  55,1  0,0  0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night: Holloway vs Oliveira
win,Frankie Perez  Sam Stout,1  0,12  2,0  0,0  0,Lightweight,KO/TKO  Punches,1,0:54,UFC Fight Night: Holloway vs Oliveira
win,Felipe Arantes  Yves Jabouin,0  0,4  5,0  2,1  0,Bantamweight,SUB  Armbar,1,4:21,UFC Fight Night: Holloway vs Oliveira
win,Nikita Krylov  Marcos Rogerio de Lima,0  0,21  5,0  0,1  2,Light Heavyweight,SUB  Rear Naked Choke,1,2:29,UFC Fight Night: Holloway vs Oliveira
win,Chris Kelades  Chris Beal,0  0,50  47,1  2,0  0,Flyweight,S-DEC,3,5:00,UFC Fight Night: Holloway vs Oliveira
win,Shane Campbell  Elias Silverio,0  0,44  22,2  2,0  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Holloway vs Oliveira
win,Misha Cirkunov  Daniel Jolly,0  0,24  6,3  0,0  0,Light Heavyweight,KO/TKO  Punches,1,4:45,UFC Fight Night: Holloway vs Oliveira
win,Glover Teixeira  Ovince Saint Preux,0  0,53  30,5  0,1  0,Light Heavyweight,SUB  Rear Naked Choke,3,3:10,UFC Fight Night: Teixeira vs Saint Preux
win,Beneil Dariush  Michael Johnson,0  0,75  84,0  0,0  0,Lightweight,S-DEC,3,5:00,UFC Fight Night: Teixeira vs Saint Preux
win,Derek Brunson  Sam Alvey,0  0,27  4,0  0,0  0,Middleweight,KO/TKO  Punches,1,2:19,UFC Fight Night: Teixeira vs Saint Preux
win,Jared Rosholt  Timothy Johnson,0  0,19  26,2  3,1  0,Heavyweight,U-DEC,3,5:00,UFC Fight Night: Teixeira vs Saint Preux
win,Amanda Nunes  Sara McMann,1  0,27  2,0  0,1  0,Women's Bantamweight,SUB  Rear Naked Choke,1,2:53,UFC Fight Night: Teixeira vs Saint Preux
win,Ray Borg  Geane Herrera,0  0,26  7,3  0,2  0,Flyweight,U-DEC,3,5:00,UFC Fight Night: Teixeira vs Saint Preux
win,Uriah Hall  Oluwale Bamgbose,0  0,11  7,1  0,0  0,Middleweight,KO/TKO  Punches,1,2:32,UFC Fight Night: Teixeira vs Saint Preux
win,Chris Camozzi  Tom Watson,0  0,87  82,3  1,2  0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Teixeira vs Saint Preux
win,Dustin Ortiz  Willie Gates,0  0,92  13,4  0,1  0,Flyweight,KO/TKO  Punches,3,2:58,UFC Fight Night: Teixeira vs Saint Preux
win,Frankie Saenz  Sirwan Kakai,0  0,80  55,1  3,1  0,Bantamweight,S-DEC,3,5:00,UFC Fight Night: Teixeira vs Saint Preux
win,Jonathan Wilson  Chris Dempsey,1  0,4  0,0  0,0  0,Light Heavyweight,KO/TKO  Punch,1,0:50,UFC Fight Night: Teixeira vs Saint Preux
win,Marlon Vera  Roman Salazar,0  0,25  14,0  1,2  0,Bantamweight,SUB  Triangle Armbar,2,2:15,UFC Fight Night: Teixeira vs Saint Preux
win,Scott Holtzman  Anthony Christodoulou,0  0,71  31,1  0,1  0,Lightweight,SUB  Rear Naked Choke,3,2:40,UFC Fight Night: Teixeira vs Saint Preux
win,Ronda Rousey  Bethe Correia,1  0,19  9,0  0,0  0,Women's Bantamweight,KO/TKO  Punch,1,0:34,UFC 190: Rousey vs Correia
win,Mauricio Rua  Rogerio Nogueira,0  0,53  63,2  0,0  1,Light Heavyweight,U-DEC,3,5:00,UFC 190: Rousey vs Correia
win,Glaico Franca Moreira  Fernando Bruno,0  0,23  20,4  2,1  0,Lightweight,SUB  Rear Naked Choke,3,4:46,UFC 190: Rousey vs Correia
win,Reginaldo Vieira  Dileno Lopes,0  0,59  46,0  3,2  3,Bantamweight,U-DEC,3,5:00,UFC 190: Rousey vs Correia
win,Stefan Struve  Antonio Rodrigo Nogueira,0  0,93  59,0  1,0  0,Heavyweight,U-DEC,3,5:00,UFC 190: Rousey vs Correia
win,Antonio Silva  Soa Palelei,1  0,16  19,0  1,0  0,Heavyweight,KO/TKO  Punches,2,0:41,UFC 190: Rousey vs Correia
