,fighter1,fighter2,fighter1_kd,fighter2_kd,fighter1_str,fighter2_str,fighter1_td,fighter2_td,fighter1_sub,fighter2_sub,weight_class,method,round,time,event,winner
4887,Edson Barboza,Lucas Martins,1,0,26,12,0,0,0,0,Lightweight,KO/TKO  Punches,1,2:38,UFC on FX: Belfort vs Bisping,Edson Barboza
4888,Iuri Alcantara,Pedro Nobre,0,0,20,3,1,0,1,0,Bantamweight,CNC,1,2:11,UFC on FX: Belfort vs Bisping,draw
4889,Ildemar Alcantara,Wagner Prado,0,0,24,28,2,0,3,0,Light Heavyweight,SUB  Kneebar,2,2:39,UFC on FX: Belfort vs Bisping,Ildemar Alcantara
4890,Francisco Trinaldo,CJ Keith,0,0,12,3,2,0,1,0,Lightweight,SUB  Arm Triangle,2,1:50,UFC on FX: Belfort vs Bisping,Francisco Trinaldo
4891,Cain Velasquez,Junior Dos Santos,1,0,111,57,11,0,0,0,Heavyweight,U-DEC,5,5:00,UFC 155: Dos Santos vs Velasquez II,Cain Velasquez
4892,Jim Miller,Joe Lauzon,0,0,91,35,1,0,2,3,Lightweight,U-DEC,3,5:00,UFC 155: Dos Santos vs Velasquez II,Jim Miller
4893,Constantinos Philippou,Tim Boetsch,0,1,28,25,0,2,0,0,Middleweight,KO/TKO  Punches,3,2:11,UFC 155: Dos Santos vs Velasquez II,Constantinos Philippou
4894,Yushin Okami,Alan Belcher,0,0,20,6,1,0,0,2,Middleweight,U-DEC,3,5:00,UFC 155: Dos Santos vs Velasquez II,Yushin Okami
4895,Derek Brunson,Chris Leben,0,0,41,40,4,0,1,0,Middleweight,U-DEC,3,5:00,UFC 155: Dos Santos vs Velasquez II,Derek Brunson
4896,Eddie Wineland,Brad Pickett,1,0,90,67,0,0,0,0,Bantamweight,S-DEC,3,5:00,UFC 155: Dos Santos vs Velasquez II,Eddie Wineland
4897,Erik Perez,Byron Bloodworth,1,0,40,8,0,0,0,0,Bantamweight,KO/TKO  Punches,1,3:50,UFC 155: Dos Santos vs Velasquez II,Erik Perez
4898,Jamie Varner,Melvin Guillard,0,0,32,57,7,0,1,1,Lightweight,S-DEC,3,5:00,UFC 155: Dos Santos vs Velasquez II,Jamie Varner
4899,Myles Jury,Michael Johnson,0,0,56,6,3,0,1,0,Lightweight,U-DEC,3,5:00,UFC 155: Dos Santos vs Velasquez II,Myles Jury
4900,Todd Duffee,Philip De Fries,1,0,20,7,0,1,0,0,Heavyweight,KO/TKO  Punches,1,2:04,UFC 155: Dos Santos vs Velasquez II,Todd Duffee
4901,Max Holloway,Leonard Garcia,1,0,120,89,0,2,0,0,Featherweight,S-DEC,3,5:00,UFC 155: Dos Santos vs Velasquez II,Max Holloway
4902,John Moraga,Chris Cariaso,0,0,26,39,2,1,1,0,Flyweight,SUB  Guillotine Choke,3,1:11,UFC 155: Dos Santos vs Velasquez II,John Moraga
4903,Roy Nelson,Matt Mitrione,1,0,23,13,0,0,0,0,Heavyweight,KO/TKO  Punch,1,2:58,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Roy Nelson
4904,Colton Smith,Mike Ricci,0,0,15,9,7,0,1,0,Welterweight,U-DEC,3,5:00,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Colton Smith
4905,Pat Barry,Shane del Rosario,1,0,11,14,0,1,0,2,Heavyweight,KO/TKO  Punch,2,0:26,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Pat Barry
4906,Dustin Poirier,Jonathan Brookins,0,0,35,26,0,0,1,0,Featherweight,SUB  D'Arce Choke,1,4:15,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Dustin Poirier
4907,Mike Pyle,James Head,1,0,9,13,0,0,0,0,Welterweight,KO/TKO  Knee,1,1:55,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Mike Pyle
4908,Johnny Bedford,Marcos Vinicius,2,0,34,4,1,0,0,1,Bantamweight,KO/TKO  Punch,2,1:00,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Johnny Bedford
4909,Rustam Khabilov,Vinc Pichel,0,0,13,0,5,0,0,0,Lightweight,KO/TKO  Slam,1,2:15,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Rustam Khabilov
4910,TJ Waldburger,Nick Catone,1,0,13,10,1,1,4,0,Welterweight,SUB  Triangle Choke,2,1:04,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,TJ Waldburger
4911,Hugo Viana,Reuben Duran,3,0,22,8,0,0,0,0,Bantamweight,KO/TKO  Punch,1,4:05,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Hugo Viana
4912,Mike Rio,John Cofer,0,0,30,31,4,0,1,0,Lightweight,SUB  Armbar,3,4:11,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Mike Rio
4913,Tim Elliott,Jared Papazian,1,0,36,36,7,0,4,0,Flyweight,U-DEC,3,5:00,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Tim Elliott
4914,Ross Pearson,George Sotiropoulos,2,0,50,34,0,1,0,0,Lightweight,KO/TKO  Punch,3,0:41,UFC on FX: Sotiropoulos vs Pearson,Ross Pearson
4915,Robert Whittaker,Brad Scott,1,0,83,55,0,1,0,0,Welterweight,U-DEC,3,5:00,UFC on FX: Sotiropoulos vs Pearson,Robert Whittaker
4916,Norman Parke,Colin Fletcher,0,0,42,56,6,0,0,0,Lightweight,U-DEC,3,5:00,UFC on FX: Sotiropoulos vs Pearson,Norman Parke
4917,Hector Lombard,Rousimar Palhares,2,0,24,6,0,0,0,0,Middleweight,KO/TKO  Punches,1,3:38,UFC on FX: Sotiropoulos vs Pearson,Hector Lombard
4918,Chad Mendes,Yaotzin Meza,1,0,10,2,0,0,0,0,Featherweight,KO/TKO  Punch,1,1:55,UFC on FX: Sotiropoulos vs Pearson,Chad Mendes
4919,Igor Pokrajac,Joey Beltran,0,0,48,65,0,0,0,0,Light Heavyweight,Overturned,3,5:00,UFC on FX: Sotiropoulos vs Pearson,draw
4920,Mike Pierce,Seth Baczynski,0,0,16,34,6,0,0,0,Welterweight,U-DEC,3,5:00,UFC on FX: Sotiropoulos vs Pearson,Mike Pierce
4921,Ben Alloway,Manuel Rodriguez,1,0,16,4,0,3,0,0,Welterweight,KO/TKO  Kick,1,4:57,UFC on FX: Sotiropoulos vs Pearson,Ben Alloway
4922,Mike Wilkinson,Brendan Loughnane,0,1,54,75,1,0,0,0,Lightweight,U-DEC,3,5:00,UFC on FX: Sotiropoulos vs Pearson,Mike Wilkinson
4923,Cody Donovan,Nick Penner,1,1,19,7,1,0,0,0,Light Heavyweight,KO/TKO  Punch,1,4:35,UFC on FX: Sotiropoulos vs Pearson,Cody Donovan
4924,Benson Henderson,Nate Diaz,1,0,124,30,8,0,0,2,Lightweight,U-DEC,5,5:00,UFC on FOX: Henderson vs Diaz,Benson Henderson
4925,Alexander Gustafsson,Mauricio Rua,0,0,72,41,6,1,0,1,Light Heavyweight,U-DEC,3,5:00,UFC on FOX: Henderson vs Diaz,Alexander Gustafsson
4926,Rory MacDonald,BJ Penn,0,0,116,24,1,0,0,0,Welterweight,U-DEC,3,5:00,UFC on FOX: Henderson vs Diaz,Rory MacDonald
4927,Matt Brown,Mike Swick,1,0,25,9,1,0,2,0,Welterweight,KO/TKO  Punches,2,2:31,UFC on FOX: Henderson vs Diaz,Matt Brown
4928,Yves Edwards,Jeremy Stephens,1,0,8,5,0,0,0,0,Lightweight,KO/TKO  Punch,1,1:55,UFC on FOX: Henderson vs Diaz,Yves Edwards
4929,Raphael Assuncao,Mike Easton,0,0,57,30,0,0,0,0,Bantamweight,U-DEC,3,5:00,UFC on FOX: Henderson vs Diaz,Raphael Assuncao
4930,Ramsey Nijem,Joe Proctor,1,0,49,21,5,0,0,4,Lightweight,U-DEC,3,5:00,UFC on FOX: Henderson vs Diaz,Ramsey Nijem
4931,Daron Cruickshank,Henry Martinez,1,0,52,21,0,0,0,0,Lightweight,KO/TKO  Kick,2,2:57,UFC on FOX: Henderson vs Diaz,Daron Cruickshank
4932,Abel Trujillo,Marcus LeVesseur,1,0,57,9,1,2,2,0,Lightweight,KO/TKO  Knees,2,3:56,UFC on FOX: Henderson vs Diaz,Abel Trujillo
4933,Dennis Siver,Nam Phan,0,0,128,24,2,0,0,0,Featherweight,U-DEC,3,5:00,UFC on FOX: Henderson vs Diaz,Dennis Siver
4934,Scott Jorgensen,John Albert,0,0,12,5,0,0,1,1,Bantamweight,SUB  Rear Naked Choke,1,4:59,UFC on FOX: Henderson vs Diaz,Scott Jorgensen
4935,Georges St-Pierre,Carlos Condit,0,1,71,36,7,0,0,0,Welterweight,U-DEC,5,5:00,UFC 154: St-Pierre vs Condit,Georges St-Pierre
4936,Johny Hendricks,Martin Kampmann,1,0,3,0,0,0,0,0,Welterweight,KO/TKO  Punch,1,0:46,UFC 154: St-Pierre vs Condit,Johny Hendricks
4937,Francis Carmont,Tom Lawlor,0,0,34,20,0,2,1,2,Middleweight,S-DEC,3,5:00,UFC 154: St-Pierre vs Condit,Francis Carmont
4938,Rafael Dos Anjos,Mark Bocek,0,0,54,19,4,0,0,1,Lightweight,U-DEC,3,5:00,UFC 154: St-Pierre vs Condit,Rafael Dos Anjos
4939,Pablo Garza,Mark Hominick,0,1,83,39,2,1,1,0,Featherweight,U-DEC,3,5:00,UFC 154: St-Pierre vs Condit,Pablo Garza
4940,Patrick Cote,Alessio Sakara,0,1,14,24,0,0,0,0,Middleweight,DQ,1,1:26,UFC 154: St-Pierre vs Condit,Patrick Cote
4941,Cyrille Diabate,Chad Griggs,1,0,6,2,2,1,1,0,Light Heavyweight,SUB  Rear Naked Choke,1,2:24,UFC 154: St-Pierre vs Condit,Cyrille Diabate
4942,John Makdessi,Sam Stout,0,0,84,63,0,0,0,0,Lightweight,U-DEC,3,5:00,UFC 154: St-Pierre vs Condit,John Makdessi
4943,Antonio Carvalho,Rodrigo Damm,0,0,48,50,0,0,0,0,Featherweight,S-DEC,3,5:00,UFC 154: St-Pierre vs Condit,Antonio Carvalho
4944,Matthew Riddle,John Maguire,0,0,45,37,1,0,0,2,Welterweight,U-DEC,3,5:00,UFC 154: St-Pierre vs Condit,Matthew Riddle
4945,Ivan Menjivar,Azamat Gashimov,0,0,6,4,0,1,1,0,Bantamweight,SUB  Armbar,1,2:44,UFC 154: St-Pierre vs Condit,Ivan Menjivar
4946,Darren Elkins,Steven Siler,0,0,44,15,6,0,6,1,Featherweight,U-DEC,3,5:00,UFC 154: St-Pierre vs Condit,Darren Elkins
4947,Cung Le,Rich Franklin,1,0,8,12,0,0,0,0,Middleweight,KO/TKO  Punch,1,2:17,UFC Macao: Franklin vs Le,Cung Le
4948,Thiago Silva,Stanislav Nedkov,0,1,62,18,1,0,1,0,Light Heavyweight,Overturned,3,1:45,UFC Macao: Franklin vs Le,draw
4949,Dong Hyun Kim,Paulo Thiago,0,0,22,2,3,0,2,0,Welterweight,U-DEC,3,5:00,UFC Macao: Franklin vs Le,Dong Hyun Kim
4950,Takanori Gomi,Mac Danzig,1,0,54,64,1,2,0,1,Lightweight,S-DEC,3,5:00,UFC Macao: Franklin vs Le,Takanori Gomi
4951,Jon Tuck,Zhang Tiequan,0,0,36,40,0,2,2,0,Lightweight,U-DEC,3,5:00,UFC Macao: Franklin vs Le,Jon Tuck
4952,Takeya Mizugaki,Jeff Hougland,0,0,63,14,4,1,0,0,Bantamweight,U-DEC,3,5:00,UFC Macao: Franklin vs Le,Takeya Mizugaki
4953,Alex Caceres,Motonobu Tezuka,0,0,64,22,0,2,0,0,Bantamweight,S-DEC,3,5:00,UFC Macao: Franklin vs Le,Alex Caceres
4954,John Lineker,Yasuhiro Urushitani,0,0,77,62,0,0,0,0,Flyweight,U-DEC,3,5:00,UFC Macao: Franklin vs Le,John Lineker
4955,Riki Fukuda,Tom DeBlass,0,0,85,44,3,0,0,0,Middleweight,U-DEC,3,5:00,UFC Macao: Franklin vs Le,Riki Fukuda
4956,Anderson Silva,Stephan Bonnar,1,0,19,12,0,0,0,0,Light Heavyweight,KO/TKO  Knee,1,4:40,UFC 153: Silva vs Bonnar,Anderson Silva
4957,Antonio Rodrigo Nogueira,Dave Herman,1,0,20,13,1,2,3,0,Heavyweight,SUB  Armbar,2,4:31,UFC 153: Silva vs Bonnar,Antonio Rodrigo Nogueira
4958,Glover Teixeira,Fabio Maldonado,1,0,85,10,3,0,1,0,Light Heavyweight,KO/TKO,2,5:00,UFC 153: Silva vs Bonnar,Glover Teixeira
4959,Jon Fitch,Erick Silva,0,0,82,19,6,2,2,2,Welterweight,U-DEC,3,5:00,UFC 153: Silva vs Bonnar,Jon Fitch
4960,Phil Davis,Wagner Prado,0,0,29,2,5,0,2,0,Light Heavyweight,SUB  Anaconda Choke,2,4:29,UFC 153: Silva vs Bonnar,Phil Davis
4961,Demian Maia,Rick Story,0,0,5,3,3,0,1,0,Welterweight,SUB  Rear Naked Choke,1,2:30,UFC 153: Silva vs Bonnar,Demian Maia
4962,Rony Jason,Sam Sicilia,0,0,46,39,1,1,1,0,Featherweight,KO/TKO  Punch,2,4:16,UFC 153: Silva vs Bonnar,Rony Jason
4963,Gleison Tibau,Francisco Trinaldo,0,1,36,45,5,0,2,2,Lightweight,U-DEC,3,5:00,UFC 153: Silva vs Bonnar,Gleison Tibau
4964,Diego Brandao,Joey Gambino,1,0,33,39,3,0,0,1,Featherweight,U-DEC,3,5:00,UFC 153: Silva vs Bonnar,Diego Brandao
4965,Sergio Moraes,Renee Forte,0,0,16,26,4,0,1,0,Welterweight,SUB  Rear Naked Choke,3,3:10,UFC 153: Silva vs Bonnar,Sergio Moraes
4966,Chris Camozzi,Luiz Cane,0,0,97,55,0,1,0,1,Middleweight,U-DEC,3,5:00,UFC 153: Silva vs Bonnar,Chris Camozzi
4967,Cristiano Marcello,Reza Madadi,0,0,72,77,0,3,0,0,Lightweight,S-DEC,3,5:00,UFC 153: Silva vs Bonnar,Cristiano Marcello
4968,Antonio Silva,Travis Browne,1,0,15,8,0,0,0,0,Heavyweight,KO/TKO  Punch,1,3:27,UFC on FX: Browne vs Bigfoot,Antonio Silva
4969,Jake Ellenberger,Jay Hieron,0,0,25,32,2,0,0,0,Welterweight,U-DEC,3,5:00,UFC on FX: Browne vs Bigfoot,Jake Ellenberger
4970,John Dodson,Jussier Formiga,2,0,33,9,0,0,0,0,Flyweight,KO/TKO  Punch,2,4:35,UFC on FX: Browne vs Bigfoot,John Dodson
4971,Justin Edwards,Josh Neer,0,0,6,0,0,0,1,0,Welterweight,SUB  Guillotine Choke,1,0:45,UFC on FX: Browne vs Bigfoot,Justin Edwards
4972,Michael Johnson,Danny Castillo,1,1,17,17,0,0,0,1,Lightweight,KO/TKO  Punch,2,1:06,UFC on FX: Browne vs Bigfoot,Michael Johnson
4973,Mike Pierce,Aaron Simpson,1,1,10,28,0,1,0,1,Welterweight,KO/TKO  Punch,2,0:29,UFC on FX: Browne vs Bigfoot,Mike Pierce
4974,Marcus LeVesseur,Carlo Prater,0,0,53,42,3,0,0,3,Lightweight,S-DEC,3,5:00,UFC on FX: Browne vs Bigfoot,Marcus LeVesseur
4975,Jacob Volkmann,Shane Roller,0,0,8,0,1,0,2,0,Lightweight,SUB  Rear Naked Choke,1,2:38,UFC on FX: Browne vs Bigfoot,Jacob Volkmann
4976,Diego Nunes,Bart Palaszewski,2,0,61,37,3,0,0,2,Featherweight,U-DEC,3,5:00,UFC on FX: Browne vs Bigfoot,Diego Nunes
4977,Darren Uyenoyama,Phil Harris,0,0,7,10,0,2,2,0,Flyweight,SUB  Rear Naked Choke,2,3:38,UFC on FX: Browne vs Bigfoot,Darren Uyenoyama
4978,Stefan Struve,Stipe Miocic,0,0,57,48,0,1,0,0,Heavyweight,KO/TKO  Punches,2,3:50,UFC on FUEL TV: Struve vs Miocic,Stefan Struve
4979,Dan Hardy,Amir Sadollah,0,0,65,61,3,0,0,0,Welterweight,U-DEC,3,5:00,UFC on FUEL TV: Struve vs Miocic,Dan Hardy
4980,Brad Pickett,Yves Jabouin,1,0,14,26,0,0,0,0,Bantamweight,KO/TKO  Punch,1,3:40,UFC on FUEL TV: Struve vs Miocic,Brad Pickett
4981,Matt Wiman,Paul Sass,0,0,3,6,0,1,2,0,Lightweight,SUB  Armbar,1,3:48,UFC on FUEL TV: Struve vs Miocic,Matt Wiman
4982,John Hathaway,John Maguire,0,0,41,13,1,1,0,0,Welterweight,U-DEC,3,5:00,UFC on FUEL TV: Struve vs Miocic,John Hathaway
4983,Che Mills,Duane Ludwig,0,0,8,2,2,0,0,0,Welterweight,KO/TKO,1,2:28,UFC on FUEL TV: Struve vs Miocic,Che Mills
4984,Jimi Manuwa,Kyle Kingsbury,1,0,53,28,0,2,1,0,Light Heavyweight,KO/TKO,2,5:00,UFC on FUEL TV: Struve vs Miocic,Jimi Manuwa
4985,Akira Corassani,Andy Ogle,0,1,45,52,0,1,0,0,Featherweight,S-DEC,3,5:00,UFC on FUEL TV: Struve vs Miocic,Akira Corassani
4986,Brad Tavares,Tom Watson,0,0,83,65,5,0,0,0,Middleweight,S-DEC,3,5:00,UFC on FUEL TV: Struve vs Miocic,Brad Tavares
4987,Gunnar Nelson,DaMarques Johnson,0,0,9,1,1,0,2,0,Catch Weight,SUB  Rear Naked Choke,1,3:34,UFC on FUEL TV: Struve vs Miocic,Gunnar Nelson
4988,Robert Peralta,Jason Young,1,0,7,2,0,0,0,0,Featherweight,KO/TKO  Punch,1,0:23,UFC on FUEL TV: Struve vs Miocic,Robert Peralta
4989,Jon Jones,Vitor Belfort,1,0,65,16,1,0,1,1,Light Heavyweight,SUB  Keylock,4,0:54,UFC 152: Jones vs Belfort,Jon Jones
4990,Demetrious Johnson,Joseph Benavidez,0,0,77,44,5,0,0,2,Flyweight,S-DEC,5,5:00,UFC 152: Jones vs Belfort,Demetrious Johnson
4991,Michael Bisping,Brian Stann,0,0,64,57,4,0,0,0,Middleweight,U-DEC,3,5:00,UFC 152: Jones vs Belfort,Michael Bisping
4992,Matt Hamill,Roger Hollett,0,0,94,26,6,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 152: Jones vs Belfort,Matt Hamill
4993,Cub Swanson,Charles Oliveira,1,0,9,6,0,1,0,0,Featherweight,KO/TKO  Punch,1,2:40,UFC 152: Jones vs Belfort,Cub Swanson
4994,Vinny Magalhaes,Igor Pokrajac,0,0,15,8,1,1,2,0,Light Heavyweight,SUB  Armbar,2,1:14,UFC 152: Jones vs Belfort,Vinny Magalhaes
4995,TJ Grant,Evan Dunham,0,0,164,160,0,3,0,0,Lightweight,U-DEC,3,5:00,UFC 152: Jones vs Belfort,TJ Grant
4996,Sean Pierson,Lance Benoist,0,1,74,91,0,0,0,0,Welterweight,U-DEC,3,5:00,UFC 152: Jones vs Belfort,Sean Pierson
4997,Marcus Brimage,Jimy Hettes,1,0,111,87,0,2,0,0,Featherweight,U-DEC,3,5:00,UFC 152: Jones vs Belfort,Marcus Brimage
4998,Seth Baczynski,Simeon Thoresen,1,0,15,17,0,0,0,0,Welterweight,KO/TKO  Punch,1,4:10,UFC 152: Jones vs Belfort,Seth Baczynski
4999,Mitch Gagnon,Walel Watson,1,0,5,1,0,0,1,0,Bantamweight,SUB  Rear Naked Choke,1,1:09,UFC 152: Jones vs Belfort,Mitch Gagnon
5000,Kyle Noke,Charlie Brenneman,1,0,7,0,0,0,0,0,Welterweight,KO/TKO  Punch,1,0:45,UFC 152: Jones vs Belfort,Kyle Noke
5001,Benson Henderson,Frankie Edgar,0,1,64,66,0,2,1,2,Lightweight,S-DEC,5,5:00,UFC 150: Henderson vs Edgar II,Benson Henderson
5002,Donald Cerrone,Melvin Guillard,1,1,4,10,0,0,0,0,Lightweight,KO/TKO  Kick,1,1:16,UFC 150: Henderson vs Edgar II,Donald Cerrone
5003,Jake Shields,Ed Herman,0,0,33,21,3,1,0,0,Middleweight,Overturned,3,5:00,UFC 150: Henderson vs Edgar II,draw
5004,Yushin Okami,Buddy Roberts,0,0,26,15,3,0,0,1,Middleweight,KO/TKO  Punches,2,3:05,UFC 150: Henderson vs Edgar II,Yushin Okami
5005,Max Holloway,Justin Lawrence,1,0,29,32,0,1,0,0,Featherweight,KO/TKO  Punch,2,4:49,UFC 150: Henderson vs Edgar II,Max Holloway
5006,Dennis Bermudez,Tommy Hayden,0,1,12,6,1,0,2,0,Featherweight,SUB  Guillotine Choke,1,4:43,UFC 150: Henderson vs Edgar II,Dennis Bermudez
5007,Michael Kuiper,Jared Hamman,2,0,56,61,1,0,0,0,Middleweight,KO/TKO  Punch,2,2:16,UFC 150: Henderson vs Edgar II,Michael Kuiper
5008,Erik Perez,Ken Stone,1,0,9,2,0,0,0,0,Bantamweight,KO/TKO  Punch,1,0:17,UFC 150: Henderson vs Edgar II,Erik Perez
5009,Chico Camus,Dustin Pague,0,0,32,22,2,1,1,1,Bantamweight,U-DEC,3,5:00,UFC 150: Henderson vs Edgar II,Chico Camus
5010,Nik Lentz,Eiji Mitsuoka,0,0,33,5,4,0,0,0,Featherweight,KO/TKO  Punches,1,3:45,UFC 150: Henderson vs Edgar II,Nik Lentz
5011,Mauricio Rua,Brandon Vera,1,0,68,67,4,1,0,1,Light Heavyweight,KO/TKO  Punches,4,4:09,UFC on FOX: Shogun vs Vera,Mauricio Rua
5012,Lyoto Machida,Ryan Bader,1,0,21,7,0,0,0,0,Light Heavyweight,KO/TKO  Punch,2,1:32,UFC on FOX: Shogun vs Vera,Lyoto Machida
5013,Joe Lauzon,Jamie Varner,0,1,44,82,2,2,1,1,Lightweight,SUB  Triangle Choke,3,2:44,UFC on FOX: Shogun vs Vera,Joe Lauzon
5014,Mike Swick,DaMarques Johnson,0,0,19,17,1,2,0,0,Welterweight,KO/TKO  Punch,2,1:20,UFC on FOX: Shogun vs Vera,Mike Swick
5015,Nam Phan,Cole Miller,0,0,129,143,0,0,0,0,Featherweight,S-DEC,3,5:00,UFC on FOX: Shogun vs Vera,Nam Phan
5016,Phil Davis,Wagner Prado,0,0,4,2,0,0,0,0,Light Heavyweight,CNC,1,1:28,UFC on FOX: Shogun vs Vera,draw
5017,Rani Yahya,Josh Grispi,0,0,3,6,1,0,1,0,Featherweight,SUB  North-South Choke,1,3:15,UFC on FOX: Shogun vs Vera,Rani Yahya
5018,Philip De Fries,Oli Thompson,1,0,35,18,2,0,1,0,Heavyweight,SUB  Rear Naked Choke,2,4:16,UFC on FOX: Shogun vs Vera,Philip De Fries
5019,Manvel Gamburyan,Michihiro Omigawa,0,1,52,41,6,0,0,0,Featherweight,U-DEC,3,5:00,UFC on FOX: Shogun vs Vera,Manvel Gamburyan
5020,John Moraga,Ulysses Gomez,1,0,34,16,0,0,0,0,Flyweight,KO/TKO  Elbow,1,3:46,UFC on FOX: Shogun vs Vera,John Moraga
5021,Renan Barao,Urijah Faber,0,0,85,60,0,0,0,0,Bantamweight,U-DEC,5,5:00,UFC 149: Faber vs Barao,Renan Barao
5022,Tim Boetsch,Hector Lombard,0,0,54,26,0,2,0,0,Middleweight,S-DEC,3,5:00,UFC 149: Faber vs Barao,Tim Boetsch
5023,Cheick Kongo,Shawn Jordan,0,0,38,15,0,0,0,0,Heavyweight,U-DEC,3,5:00,UFC 149: Faber vs Barao,Cheick Kongo
5024,James Head,Brian Ebersole,0,0,37,35,1,1,1,0,Welterweight,S-DEC,3,5:00,UFC 149: Faber vs Barao,James Head
5025,Chris Clements,Matthew Riddle,0,0,38,28,0,5,0,1,Welterweight,Overturned,3,2:02,UFC 149: Faber vs Barao,draw
5026,Nick Ring,Court McGee,0,0,68,108,0,0,0,0,Middleweight,U-DEC,3,5:00,UFC 149: Faber vs Barao,Nick Ring
5027,Roland Delorme,Francisco Rivera,0,1,16,52,0,0,0,0,Bantamweight,Overturned  Punch,1,4:19,UFC 149: Faber vs Barao,draw
5028,Ryan Jimmo,Anthony Perosh,1,0,2,0,0,0,0,0,Light Heavyweight,KO/TKO  Punch,1,0:07,UFC 149: Faber vs Barao,Ryan Jimmo
5029,Bryan Caraway,Mitch Gagnon,0,0,11,27,3,1,1,0,Bantamweight,SUB  Rear Naked Choke,3,1:39,UFC 149: Faber vs Barao,Bryan Caraway
5030,Antonio Carvalho,Daniel Pineda,1,0,10,7,0,0,0,0,Featherweight,KO/TKO  Punch,1,1:11,UFC 149: Faber vs Barao,Antonio Carvalho
5031,Anton Kuivanen,Mitch Clarke,0,0,29,6,3,3,1,1,Lightweight,S-DEC,3,5:00,UFC 149: Faber vs Barao,Anton Kuivanen
5032,Chris Weidman,Mark Munoz,1,0,28,0,2,0,2,0,Middleweight,KO/TKO  Elbow,2,1:37,UFC on FUEL TV: Munoz vs Weidman,Chris Weidman
5033,James Te Huna,Joey Beltran,1,0,122,73,3,1,0,0,Light Heavyweight,U-DEC,3,5:00,UFC on FUEL TV: Munoz vs Weidman,James Te Huna
5034,Aaron Simpson,Kenny Robertson,0,0,48,29,6,0,0,0,Welterweight,U-DEC,3,5:00,UFC on FUEL TV: Munoz vs Weidman,Aaron Simpson
5035,Francis Carmont,Karlos Vemola,0,0,4,3,0,1,2,2,Middleweight,SUB  Rear Naked Choke,2,1:39,UFC on FUEL TV: Munoz vs Weidman,Francis Carmont
5036,TJ Dillashaw,Vaughan Lee,0,0,3,8,2,0,1,0,Bantamweight,SUB  Rear Naked Choke,1,2:33,UFC on FUEL TV: Munoz vs Weidman,TJ Dillashaw
5037,Rafael Dos Anjos,Anthony Njokuani,0,0,51,32,6,0,0,0,Lightweight,U-DEC,3,5:00,UFC on FUEL TV: Munoz vs Weidman,Rafael Dos Anjos
5038,Alex Caceres,Damacio Page,0,0,9,7,0,2,3,0,Bantamweight,SUB  Triangle Choke,2,1:27,UFC on FUEL TV: Munoz vs Weidman,Alex Caceres
5039,Chris Cariaso,Josh Ferguson,0,0,70,20,3,1,0,0,Flyweight,U-DEC,3,5:00,UFC on FUEL TV: Munoz vs Weidman,Chris Cariaso
5040,Andrew Craig,Rafael Natal,1,2,23,73,0,2,0,0,Middleweight,KO/TKO  Kick,2,4:52,UFC on FUEL TV: Munoz vs Weidman,Andrew Craig
5041,Marcelo Guimaraes,Dan Stittgen,0,0,63,49,0,1,0,0,Welterweight,S-DEC,3,5:00,UFC on FUEL TV: Munoz vs Weidman,Marcelo Guimaraes
5042,Raphael Assuncao,Issei Tamura,1,0,39,5,0,0,0,0,Bantamweight,KO/TKO  Punch,2,0:25,UFC on FUEL TV: Munoz vs Weidman,Raphael Assuncao
5043,Anderson Silva,Chael Sonnen,1,0,15,22,0,1,0,0,Middleweight,KO/TKO  Punch,2,1:55,UFC 148: Silva vs Sonnen 2,Anderson Silva
5044,Forrest Griffin,Tito Ortiz,0,0,85,49,0,3,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 148: Silva vs Sonnen 2,Forrest Griffin
5045,Cung Le,Patrick Cote,0,0,55,51,2,0,0,0,Middleweight,U-DEC,3,5:00,UFC 148: Silva vs Sonnen 2,Cung Le
5046,Demian Maia,Dong Hyun Kim,0,0,1,8,1,0,0,0,Welterweight,KO/TKO,1,0:47,UFC 148: Silva vs Sonnen 2,Demian Maia
5047,Chad Mendes,Cody McKenzie,1,0,8,1,0,0,0,0,Featherweight,KO/TKO  Punch,1,0:31,UFC 148: Silva vs Sonnen 2,Chad Mendes
5048,Mike Easton,Ivan Menjivar,0,0,46,40,1,0,0,0,Bantamweight,U-DEC,3,5:00,UFC 148: Silva vs Sonnen 2,Mike Easton
5049,Melvin Guillard,Fabricio Camoes,0,0,37,18,1,1,0,0,Lightweight,U-DEC,3,5:00,UFC 148: Silva vs Sonnen 2,Melvin Guillard
